employee_id,institution,date_of_birth,gender,age_group,job_role,years_of_experience,department,language_proficiency,ethnicity,educational_institute,punctuality,problem_solving,leadership,collaboration,communication,deadline_adherence_rate,adherence_level,avg_response_time,response_time_level,no_of_meetings_attended,no_of_subordinates,decision_contribution,learning_hours_per_month,type_of_learning,team_engagement_frequency,completed_storypoint_ratio,completed_story_points,assigned_story_points,project_id,project_name,duration_weeks,relative_effort,team_size,project_complexity,rework_count,no_pay_leave,blockers,metric_1_name,metric_1_value,metric_2_name,metric_2_value,metric_3_name,metric_3_value,metric_4_name,metric_4_value,metric_5_name,metric_5_value,metric_6_name,metric_6_value,metric_7_name,metric_7_value
69,Company_M,2003-10-23,Male,20-25,DevOps Engineer,1,DevOps,Sinhala,Sinhala,University_M,1,2,5,2,5,96.99,5,0.55,2,26,1,4,10,On-the-job learning,6,0.53,47,89,15,Inventory Management System,27,80,11,6.74,4,7,5,tasks_completed,16,project_delay (days),0,changing_relative_effort,51,sprint_velocity,44,team_velocity,55,stakeholder_satisfaction(1-5),3,milestone_completion_rate,1
70,Company_F,1987-05-31,Male,36-40,Project Manager,17,Project Management,English,Tamil,University_P,2,2,3,1,2,95.16,5,3.8,5,23,0,3,15,Research & innovation,3,0.61,14,23,7,Payroll Automation,48,165,6,7.16,0,10,5,total_deployments,2,successful_deployments,0,deployment_time_efficiency,0.58,incident_count,6,system_downtime (hrs),26.5,automated_pipeline_stages,1,total_pipeline_stages,1
71,Company_G,1987-11-24,Female,36-40,QA Engineer,17,QA,English,Muslim,University_C,1,5,5,5,2,88.31,4,2.2,1,37,3,2,36,Research & innovation,1,0.55,28,51,4,Loan Origination System,52,470,13,8.39,0,4,1,tasks_assigned,23,tasks_completed,8,tasks_on_time,6,bug_count,17,bugs_fixed_count,10,code_quality (1-10),4,rework_count,5
72,Company_J,1992-01-24,Male,31-35,QA Engineer,12,QA,Sinhala,Muslim,University_P,1,1,3,4,3,72.89,3,1.95,2,9,7,4,34,Formal training,5,0.42,20,48,1,Logistics Dashboard,31,145,12,6.27,3,1,4,total_deployments,10,successful_deployments,3,deployment_time_efficiency,0.8,incident_count,1,system_downtime (hrs),12.9,automated_pipeline_stages,7,total_pipeline_stages,8
73,Company_F,1995-05-13,Female,26-30,Project Manager,9,Project Management,English,Muslim,University_O,3,1,5,3,1,87.7,4,5.46,5,16,3,5,4,None observed,8,0.72,36,50,7,Payroll Automation,30,248,14,1.76,4,3,4,tasks_assigned,21,tasks_completed,6,tasks_on_time,5,bug_count,12,bugs_fixed_count,2,code_quality (1-10),2,rework_count,2
74,Company_B,1984-03-11,Male,36-40,QA Engineer,20,QA,Tamil,Muslim,University_G,1,2,5,2,4,47.63,1,0.83,3,14,4,1,4,None observed,8,0.92,73,79,6,Supply Chain Tracker,25,270,15,8.41,5,9,1,total_test_cases_executed,48,total_pass_test_cases,20,total_bugs_detected,19,defect_reopened_count,6,total_documents_created,8,document_quality (1-5),2,test_execution_time (hrs),10
75,Company_N,1999-06-03,Male,20-25,DevOps Engineer,5,DevOps,Sinhala,Sinhala,University_C,4,4,3,4,1,82.89,3,5.81,1,18,7,3,31,On-the-job learning,10,0.66,60,91,16,HR Management System,12,374,6,3.18,5,2,5,tasks_assigned,18,tasks_completed,13,tasks_on_time,1,bug_count,14,bugs_fixed_count,9,code_quality (1-10),5,rework_count,3
76,Company_H,1995-09-02,Male,26-30,Project Manager,9,Project Management,Sinhala,Sinhala,University_N,3,1,5,5,3,82.36,3,0.91,5,9,3,4,10,Online courses / certifications,10,0.7,52,74,17,Learning Management System,18,311,13,5.67,4,9,1,tasks_assigned,19,tasks_completed,12,tasks_on_time,6,bug_count,14,bugs_fixed_count,12,code_quality (1-10),7,rework_count,5
77,Company_L,1987-07-28,Female,36-40,QA Engineer,17,QA,Tamil,Tamil,University_G,1,3,4,2,4,91.6,4,5.37,4,38,3,5,3,On-the-job learning,2,0.67,20,30,21,Medi Care App,5,484,7,6.83,5,2,5,total_deployments,8,successful_deployments,8,deployment_time_efficiency,0.42,incident_count,2,system_downtime (hrs),15.9,automated_pipeline_stages,7,total_pipeline_stages,10
78,Company_H,1990-08-21,Female,31-35,DevOps Engineer,14,DevOps,Sinhala,Sinhala,University_R,5,3,3,5,1,86.7,4,2.43,3,14,9,2,33,Research & innovation,2,0.6,29,48,17,Learning Management System,46,491,9,5.75,5,5,4,tasks_assigned,17,tasks_completed,13,tasks_on_time,9,bug_count,3,bugs_fixed_count,2,code_quality (1-10),4,rework_count,3
79,Company_R,1989-06-24,Male,31-35,QA Engineer,15,QA,English,Tamil,University_U,2,4,4,3,2,95.67,5,3.59,2,27,3,5,13,Self-learning,1,0.96,107,112,19,E-Commerce Platform,48,380,4,5.99,3,4,1,tasks_completed,6,project_delay (days),10,changing_relative_effort,165,sprint_velocity,49,team_velocity,23,stakeholder_satisfaction(1-5),4,milestone_completion_rate,5
80,Company_B,1992-07-16,Male,31-35,Software Engineer,12,Development,Sinhala,Sinhala,University_R,3,3,1,1,1,85.4,4,4.53,4,15,6,4,26,Research & innovation,2,0.57,50,88,6,Supply Chain Tracker,40,430,14,7.89,4,8,0,total_test_cases_executed,83,total_pass_test_cases,14,total_bugs_detected,8,defect_reopened_count,8,total_documents_created,14,document_quality (1-5),5,test_execution_time (hrs),6
81,Company_N,1997-03-21,Female,26-30,Software Engineer,7,Development,Sinhala,Sinhala,University_S,2,2,4,5,5,81.44,3,2.05,4,20,1,1,27,Online courses / certifications,10,0.56,25,45,16,HR Management System,14,365,4,8.06,1,0,4,tasks_assigned,16,tasks_completed,9,tasks_on_time,9,bug_count,17,bugs_fixed_count,5,code_quality (1-10),4,rework_count,5
82,Company_S,1986-04-16,Male,36-40,Project Manager,18,Project Management,Sinhala,Tamil,University_L,4,3,2,3,5,98.72,5,4.64,3,11,1,3,36,Self-learning,2,0.66,69,105,13,CRM Platform,44,262,8,5.07,5,1,3,total_test_cases_executed,75,total_pass_test_cases,35,total_bugs_detected,22,defect_reopened_count,11,total_documents_created,8,document_quality (1-5),5,test_execution_time (hrs),4
83,Company_G,1989-07-24,Male,31-35,Software Engineer,15,Development,English,Muslim,University_C,1,4,5,4,5,96.86,5,2.02,3,34,0,5,39,On-the-job learning,6,0.84,98,117,2,ERP Integration Module,47,440,2,1.41,5,7,0,tasks_completed,4,project_delay (days),29,changing_relative_effort,90,sprint_velocity,38,team_velocity,49,stakeholder_satisfaction(1-5),1,milestone_completion_rate,5
84,Company_S,1987-12-30,Male,36-40,QA Engineer,17,QA,English,Tamil,University_C,3,3,3,3,4,90.07,4,4.27,4,19,2,3,30,On-the-job learning,7,0.63,37,59,13,CRM Platform,41,165,10,7.12,0,0,5,total_deployments,11,successful_deployments,1,deployment_time_efficiency,0.99,incident_count,6,system_downtime (hrs),33.3,automated_pipeline_stages,8,total_pipeline_stages,8
85,Company_M,1990-11-20,Female,31-35,Software Engineer,14,Development,English,Muslim,University_N,1,1,2,3,4,93.34,4,1.48,4,35,9,5,24,Online courses / certifications,10,0.95,104,110,15,Inventory Management System,41,423,8,4.16,3,5,1,total_test_cases_executed,41,total_pass_test_cases,17,total_bugs_detected,20,defect_reopened_count,2,total_documents_created,4,document_quality (1-5),3,test_execution_time (hrs),6
86,Company_L,1986-03-06,Female,36-40,Software Engineer,18,Development,English,Tamil,University_B,2,4,3,5,5,63.42,2,1.06,2,37,10,3,37,Online courses / certifications,2,0.56,67,120,21,Medi Care App,24,117,8,8.75,4,6,2,total_test_cases_executed,79,total_pass_test_cases,22,total_bugs_detected,24,defect_reopened_count,15,total_documents_created,13,document_quality (1-5),1,test_execution_time (hrs),6
87,Company_Q,1992-04-05,Male,31-35,DevOps Engineer,12,DevOps,Tamil,Muslim,University_M,5,4,3,5,3,70.31,3,5.12,5,40,2,3,8,Research & innovation,4,0.95,79,83,18,Smart Grid Monitor,23,407,8,7.57,1,0,1,total_deployments,3,successful_deployments,3,deployment_time_efficiency,0.38,incident_count,9,system_downtime (hrs),29.2,automated_pipeline_stages,5,total_pipeline_stages,10
88,Company_K,1985-02-03,Female,36-40,Project Manager,19,Project Management,Sinhala,Sinhala,University_J,2,3,4,5,4,88.66,4,5.24,5,16,1,4,23,Research & innovation,2,0.74,40,54,14,Digital Wallet Platform,35,283,10,4.24,3,9,1,tasks_assigned,16,tasks_completed,6,tasks_on_time,2,bug_count,3,bugs_fixed_count,0,code_quality (1-10),3,rework_count,4
89,Company_R,2001-09-28,Male,20-25,Project Manager,3,Project Management,Tamil,Muslim,University_Q,2,3,3,2,1,76.76,3,3.74,3,15,1,1,21,On-the-job learning,3,0.78,71,91,19,E-Commerce Platform,15,164,14,5.64,0,6,0,total_test_cases_executed,69,total_pass_test_cases,36,total_bugs_detected,24,defect_reopened_count,9,total_documents_created,6,document_quality (1-5),1,test_execution_time (hrs),5
90,Company_J,2002-11-21,Male,20-25,Software Engineer,2,Development,Tamil,Sinhala,University_U,1,1,4,4,4,97.89,5,1.89,4,14,3,1,21,Research & innovation,1,0.57,51,89,8,Microfinance Management System,51,422,6,1.94,4,3,3,tasks_completed,16,project_delay (days),30,changing_relative_effort,65,sprint_velocity,19,team_velocity,65,stakeholder_satisfaction(1-5),2,milestone_completion_rate,1
91,Company_S,1999-08-08,Male,20-25,DevOps Engineer,5,DevOps,Sinhala,Muslim,University_B,1,5,4,2,1,73.23,3,0.91,1,11,4,2,31,Online courses / certifications,8,0.69,44,64,13,CRM Platform,18,88,5,2.23,4,1,1,total_test_cases_executed,23,total_pass_test_cases,5,total_bugs_detected,14,defect_reopened_count,7,total_documents_created,6,document_quality (1-5),3,test_execution_time (hrs),6
92,Company_E,1987-09-19,Female,36-40,DevOps Engineer,17,DevOps,Tamil,Sinhala,University_C,2,1,2,1,4,65,2,3.15,1,33,2,5,26,Online courses / certifications,7,0.51,47,92,22,Marketing Management System,39,433,10,3.25,3,1,1,total_deployments,4,successful_deployments,0,deployment_time_efficiency,0.34,incident_count,3,system_downtime (hrs),6.3,automated_pipeline_stages,7,total_pipeline_stages,9
93,Company_P,2000-06-04,Male,20-25,Software Engineer,4,Development,Tamil,Sinhala,University_O,4,4,2,1,4,74.9,3,2.32,3,22,0,5,16,Knowledge sharing,6,0.94,90,96,11,Telecom Billing System,15,231,5,9.17,2,4,3,tasks_completed,5,project_delay (days),1,changing_relative_effort,112,sprint_velocity,51,team_velocity,38,stakeholder_satisfaction(1-5),3,milestone_completion_rate,5
94,Company_F,2002-10-30,Female,20-25,Software Engineer,2,Development,Sinhala,Tamil,University_L,5,5,5,4,3,79.99,3,1.13,3,19,0,3,24,On-the-job learning,10,0.79,70,89,7,Payroll Automation,18,65,14,8.01,0,7,4,tasks_completed,12,project_delay (days),24,changing_relative_effort,199,sprint_velocity,24,team_velocity,30,stakeholder_satisfaction(1-5),1,milestone_completion_rate,4
95,Company_H,1995-07-15,Female,26-30,QA Engineer,9,QA,English,Sinhala,University_J,1,5,4,5,4,33.31,1,4.8,4,16,9,2,10,Online courses / certifications,5,0.65,55,85,17,Learning Management System,38,208,4,5.41,0,0,1,total_deployments,20,successful_deployments,7,deployment_time_efficiency,0.31,incident_count,7,system_downtime (hrs),0,automated_pipeline_stages,4,total_pipeline_stages,10
96,Company_H,2002-07-28,Female,20-25,QA Engineer,2,QA,English,Muslim,University_S,5,5,4,5,3,95.94,5,2.82,5,5,8,1,3,Online courses / certifications,4,0.54,22,41,17,Learning Management System,44,299,12,3.86,5,8,5,tasks_completed,20,project_delay (days),25,changing_relative_effort,141,sprint_velocity,24,team_velocity,62,stakeholder_satisfaction(1-5),3,milestone_completion_rate,2
97,Company_L,2000-12-15,Male,20-25,Project Manager,4,Project Management,Tamil,Tamil,University_P,5,4,2,3,5,56.39,2,3.82,2,17,4,4,13,Online courses / certifications,1,0.65,39,60,21,Medi Care App,49,393,12,7.56,2,7,0,tasks_assigned,13,tasks_completed,4,tasks_on_time,1,bug_count,2,bugs_fixed_count,1,code_quality (1-10),3,rework_count,0
98,Company_P,1990-10-04,Male,31-35,DevOps Engineer,14,DevOps,Tamil,Sinhala,University_U,5,1,5,2,4,68.14,2,2.72,3,27,3,2,23,Research & innovation,8,0.7,46,66,11,Telecom Billing System,28,132,13,1.68,0,5,4,tasks_assigned,24,tasks_completed,16,tasks_on_time,0,bug_count,13,bugs_fixed_count,10,code_quality (1-10),2,rework_count,3
99,Company_M,1987-04-27,Female,36-40,Software Engineer,17,Development,Sinhala,Tamil,University_N,3,5,1,1,2,83.5,3,4.75,1,39,0,1,15,None observed,3,0.72,26,36,15,Inventory Management System,34,152,3,1.23,1,10,2,tasks_completed,3,project_delay (days),15,changing_relative_effort,79,sprint_velocity,29,team_velocity,70,stakeholder_satisfaction(1-5),3,milestone_completion_rate,3
100,Company_Q,2002-01-12,Male,20-25,Software Engineer,2,Development,Tamil,Muslim,University_J,1,5,1,1,3,23.26,1,1.08,3,24,9,1,20,On-the-job learning,1,0.74,66,89,18,Smart Grid Monitor,37,264,10,7.18,3,9,1,tasks_assigned,20,tasks_completed,10,tasks_on_time,1,bug_count,12,bugs_fixed_count,11,code_quality (1-10),1,rework_count,4
101,Company_O,1994-02-14,Female,26-30,QA Engineer,10,QA,English,Muslim,University_O,2,2,2,2,5,83.74,3,1.57,4,16,10,5,5,Research & innovation,4,0.4,17,43,20,Banking Mobile App,28,334,8,5.97,2,8,3,tasks_completed,1,project_delay (days),25,changing_relative_effort,200,sprint_velocity,43,team_velocity,70,stakeholder_satisfaction(1-5),3,milestone_completion_rate,3
102,Company_P,1985-05-10,Female,36-40,DevOps Engineer,19,DevOps,Sinhala,Sinhala,University_P,2,2,4,3,3,76.88,3,4.53,2,35,7,4,24,On-the-job learning,5,0.6,18,30,11,Telecom Billing System,48,171,2,7.71,2,5,0,tasks_completed,11,project_delay (days),26,changing_relative_effort,127,sprint_velocity,29,team_velocity,37,stakeholder_satisfaction(1-5),4,milestone_completion_rate,4
103,Company_L,1997-09-15,Female,26-30,QA Engineer,7,QA,Tamil,Muslim,University_D,2,4,5,5,1,64.75,2,3.26,4,20,9,2,34,Knowledge sharing,5,0.78,56,72,21,Medi Care App,29,119,14,8.66,4,0,1,tasks_completed,7,project_delay (days),28,changing_relative_effort,101,sprint_velocity,13,team_velocity,35,stakeholder_satisfaction(1-5),1,milestone_completion_rate,1
104,Company_F,1987-04-17,Male,36-40,Project Manager,17,Project Management,Tamil,Tamil,University_E,5,1,5,3,4,76.08,3,1.73,1,30,5,3,33,Self-learning,10,0.92,105,114,7,Payroll Automation,40,449,5,8.71,5,3,5,total_deployments,7,successful_deployments,4,deployment_time_efficiency,0.76,incident_count,8,system_downtime (hrs),1,automated_pipeline_stages,1,total_pipeline_stages,8
105,Company_C,1999-11-16,Male,20-25,DevOps Engineer,5,DevOps,Sinhala,Muslim,University_K,2,2,5,1,5,53.33,2,1.41,2,16,8,4,40,Research & innovation,4,0.92,98,106,23,Delivery Service App,39,381,11,6.48,2,10,0,total_deployments,16,successful_deployments,2,deployment_time_efficiency,0.54,incident_count,4,system_downtime (hrs),30.7,automated_pipeline_stages,5,total_pipeline_stages,7
106,Company_R,1994-08-28,Female,26-30,DevOps Engineer,10,DevOps,Tamil,Sinhala,University_U,4,5,5,1,5,57.95,2,1.15,4,35,10,2,40,Knowledge sharing,2,1,29,29,19,E-Commerce Platform,47,323,12,8.06,5,5,4,total_deployments,10,successful_deployments,2,deployment_time_efficiency,0.89,incident_count,8,system_downtime (hrs),8.7,automated_pipeline_stages,2,total_pipeline_stages,9
107,Company_F,1999-08-25,Male,20-25,QA Engineer,5,QA,Tamil,Sinhala,University_M,2,3,4,3,1,83.47,3,4.08,3,21,4,5,29,Research & innovation,2,0.62,41,66,7,Payroll Automation,41,367,3,5.25,1,8,0,total_deployments,13,successful_deployments,8,deployment_time_efficiency,0.51,incident_count,0,system_downtime (hrs),41.8,automated_pipeline_stages,3,total_pipeline_stages,5
108,Company_N,1997-03-05,Male,26-30,Software Engineer,7,Development,English,Muslim,University_R,1,2,4,5,4,82.85,3,1.95,3,28,1,5,4,On-the-job learning,3,0.65,15,23,16,HR Management System,12,364,8,6.7,3,6,3,tasks_assigned,17,tasks_completed,1,tasks_on_time,0,bug_count,17,bugs_fixed_count,6,code_quality (1-10),8,rework_count,0
109,Company_B,1984-08-13,Female,36-40,Software Engineer,20,Development,Tamil,Sinhala,University_G,1,1,1,5,3,97.71,5,3.58,2,27,5,3,16,Online courses / certifications,10,0.42,33,79,6,Supply Chain Tracker,25,300,7,7.75,1,6,0,tasks_assigned,12,tasks_completed,4,tasks_on_time,1,bug_count,6,bugs_fixed_count,5,code_quality (1-10),1,rework_count,4
110,Company_P,2001-09-22,Female,20-25,Project Manager,3,Project Management,English,Sinhala,University_J,2,2,3,4,3,82.56,3,0.55,1,21,3,3,7,None observed,2,0.72,51,71,11,Telecom Billing System,34,409,4,2.85,5,10,0,tasks_assigned,14,tasks_completed,7,tasks_on_time,1,bug_count,16,bugs_fixed_count,8,code_quality (1-10),7,rework_count,5
111,Company_B,1987-05-01,Male,36-40,DevOps Engineer,17,DevOps,Tamil,Sinhala,University_M,1,4,3,5,3,96.66,5,5.92,2,22,7,2,34,Knowledge sharing,1,0.86,73,85,6,Supply Chain Tracker,19,51,2,7.04,0,9,5,tasks_completed,16,project_delay (days),4,changing_relative_effort,73,sprint_velocity,59,team_velocity,52,stakeholder_satisfaction(1-5),1,milestone_completion_rate,4
112,Company_T,1992-06-25,Male,31-35,Software Engineer,12,Development,English,Muslim,University_P,3,2,4,4,2,95.09,5,4.64,4,28,6,3,30,None observed,3,0.65,32,49,3,Insurance Claims Platform,21,499,13,1.84,2,2,0,tasks_assigned,17,tasks_completed,13,tasks_on_time,7,bug_count,8,bugs_fixed_count,6,code_quality (1-10),7,rework_count,3
113,Company_F,2003-05-08,Female,20-25,Project Manager,1,Project Management,English,Muslim,University_L,3,3,3,5,5,87.88,4,1.92,5,6,6,1,24,Research & innovation,10,0.64,66,103,7,Payroll Automation,6,82,6,6.89,0,10,4,tasks_completed,19,project_delay (days),23,changing_relative_effort,194,sprint_velocity,24,team_velocity,62,stakeholder_satisfaction(1-5),4,milestone_completion_rate,3
114,Company_C,1992-03-20,Female,31-35,DevOps Engineer,12,DevOps,Tamil,Tamil,University_D,5,4,3,4,3,28.26,1,3.37,4,33,6,2,13,Online courses / certifications,2,0.9,79,88,23,Delivery Service App,21,75,10,3,5,6,3,total_test_cases_executed,40,total_pass_test_cases,5,total_bugs_detected,14,defect_reopened_count,7,total_documents_created,13,document_quality (1-5),3,test_execution_time (hrs),2
115,Company_N,1996-05-11,Male,26-30,DevOps Engineer,8,DevOps,Tamil,Sinhala,University_C,1,3,3,4,4,60.59,2,3.47,3,22,8,4,10,Online courses / certifications,10,0.77,80,104,16,HR Management System,42,292,13,6.91,5,7,0,total_test_cases_executed,22,total_pass_test_cases,21,total_bugs_detected,7,defect_reopened_count,0,total_documents_created,6,document_quality (1-5),2,test_execution_time (hrs),7
116,Company_O,1987-01-19,Male,36-40,QA Engineer,17,QA,English,Tamil,University_H,4,3,5,2,1,89.81,4,1.54,2,40,6,4,17,On-the-job learning,9,0.49,42,86,20,Banking Mobile App,11,445,9,5.12,4,8,1,tasks_completed,16,project_delay (days),0,changing_relative_effort,185,sprint_velocity,57,team_velocity,23,stakeholder_satisfaction(1-5),3,milestone_completion_rate,3
117,Company_G,1992-01-11,Male,31-35,QA Engineer,12,QA,Sinhala,Sinhala,University_D,5,1,2,1,3,96.32,5,4.43,3,5,3,1,11,Research & innovation,2,0.83,75,90,2,ERP Integration Module,48,433,10,3.69,5,8,2,total_test_cases_executed,80,total_pass_test_cases,80,total_bugs_detected,6,defect_reopened_count,1,total_documents_created,4,document_quality (1-5),4,test_execution_time (hrs),4
118,Company_D,1985-09-23,Male,36-40,DevOps Engineer,19,DevOps,Tamil,Sinhala,University_D,2,4,4,3,3,77.05,3,4.51,5,40,8,1,18,Knowledge sharing,2,0.91,43,47,5,Hospital Information System,7,393,2,2.8,1,4,5,tasks_completed,9,project_delay (days),4,changing_relative_effort,65,sprint_velocity,54,team_velocity,70,stakeholder_satisfaction(1-5),2,milestone_completion_rate,4
119,Company_R,1997-03-15,Female,26-30,QA Engineer,7,QA,Tamil,Muslim,University_P,2,4,2,3,5,30.48,1,4.66,2,33,3,1,26,Research & innovation,10,0.5,46,92,19,E-Commerce Platform,43,494,14,8.74,3,3,5,tasks_completed,12,project_delay (days),24,changing_relative_effort,200,sprint_velocity,44,team_velocity,67,stakeholder_satisfaction(1-5),3,milestone_completion_rate,4
120,Company_J,1991-11-10,Male,31-35,QA Engineer,13,QA,Tamil,Sinhala,University_E,1,5,4,2,5,65.42,2,4.71,3,14,9,3,22,Formal training,9,0.61,67,109,1,Logistics Dashboard,44,365,15,6.96,3,9,4,total_deployments,12,successful_deployments,1,deployment_time_efficiency,0.85,incident_count,5,system_downtime (hrs),25.2,automated_pipeline_stages,3,total_pipeline_stages,4
121,Company_T,1989-11-17,Male,31-35,Software Engineer,15,Development,Tamil,Muslim,University_L,3,1,5,3,5,87.88,4,0.89,5,24,1,2,35,Knowledge sharing,8,0.77,36,47,3,Insurance Claims Platform,28,457,3,4.47,4,4,0,tasks_assigned,21,tasks_completed,12,tasks_on_time,8,bug_count,16,bugs_fixed_count,14,code_quality (1-10),5,rework_count,2
122,Company_T,1991-03-27,Female,31-35,Project Manager,13,Project Management,Tamil,Tamil,University_R,4,4,3,5,2,96.97,5,1.68,1,40,4,3,30,On-the-job learning,4,0.57,60,105,3,Insurance Claims Platform,6,94,3,1.49,2,8,0,tasks_completed,19,project_delay (days),26,changing_relative_effort,108,sprint_velocity,26,team_velocity,46,stakeholder_satisfaction(1-5),3,milestone_completion_rate,4
